time, x, y, heading, vel_x, vel_y, vel_heading,
222.504, -0.780573, 4.23386, 2.72526, 0, 0, 0, 
222.512, -0.780573, 4.23386, 2.72526, 0, 0, 0, 
222.52, -0.780573, 4.23386, 2.72526, 0, 0, 0, 
222.528, -0.780573, 4.23386, 2.72526, 0, 0, 0, 
222.536, -0.780573, 4.23386, 2.72526, 0, 0, 0, 
222.544, -0.780573, 4.23386, 2.72526, 0, 0, 0, 
222.552, -0.780573, 4.23386, 2.72526, 0, 0, 0, 
222.56, -0.780573, 4.23386, 2.72526, 0, 0, 0, 
222.568, -0.780573, 4.23386, 2.72526, 0, 0, 0, 
222.576, -0.780573, 4.23386, 2.72526, 0, 0, 0, 
222.584, -0.780573, 4.23386, 2.72526, 0, 0, 0, 
222.592, -0.780573, 4.23386, 2.72526, 0, 0, 0, 
222.6, -0.780573, 4.23386, 2.72526, 0, 0, 0, 
222.608, -0.780573, 4.23386, 2.72526, 0, 0, 0, 
222.616, -0.780573, 4.23386, 2.72526, 0, 0, 0, 
222.624, -0.780573, 4.23386, 2.72526, 0, 0, 0, 
222.632, -0.780573, 4.23386, 2.72526, 0, 0, 0, 
222.64, -0.780573, 4.23386, 2.72526, 0, 0, 0, 
222.648, -0.780573, 4.23386, 2.72526, 0, 0, 0, 
222.656, -0.780573, 4.23386, 2.72526, 0, 0, 0, 
222.664, -0.780573, 4.23386, 2.72526, 0, 0, 0, 
222.672, -0.780573, 4.23386, 2.72526, 0, 0, 0, 
222.68, -0.780573, 4.23386, 2.72526, 0, 0, 0, 
222.688, -0.780573, 4.23386, 2.72526, 0, 0, 0, 
222.696, -0.780573, 4.23386, 2.72526, 0, 0, 0, 
222.704, -0.780573, 4.23386, 2.72526, 0, 0, 0, 
222.712, -0.780573, 4.23386, 2.72526, 0, 0, 0, 
222.72, -0.780573, 4.23386, 2.72526, 0, 0, 0, 
222.728, -0.780573, 4.23386, 2.72526, 0, 0, 0, 
222.736, -0.780573, 4.23386, 2.72526, 0, 0, 0, 
222.744, -0.780573, 4.23386, 2.72526, 0, 0, 0, 
222.752, -0.780573, 4.23386, 2.72526, 0, 0, 0, 
222.76, -0.780573, 4.23386, 2.72526, 0, 0, 0, 
222.768, -0.780573, 4.23386, 2.72526, 0, 0, 0, 
222.776, -0.780573, 4.23386, 2.72526, 0, 0, 0, 
222.784, -0.780573, 4.23386, 2.72526, 0, 0, 0, 
222.792, -0.780573, 4.23386, 2.72526, 0, 0, 0, 
222.8, -0.780573, 4.23386, 2.72526, 0, 0, 0, 
222.808, -0.780573, 4.23386, 2.72526, 0, 0, 0, 
222.816, -0.780573, 4.23386, 2.72526, 0, 0, 0, 
222.824, -0.780573, 4.23386, 2.72526, 0, 0, 0, 
222.832, -0.780573, 4.23386, 2.72526, 0, 0, 0, 
222.84, -0.780573, 4.23386, 2.72526, 0, 0, 0, 
222.848, -0.780573, 4.23386, 2.72526, 0, 0, 0, 
222.856, -0.780573, 4.23386, 2.72526, 0, 0, 0, 
222.864, -0.780573, 4.23386, 2.72526, 0, 0, 0, 
222.872, -0.780573, 4.23386, 2.72526, 0, 0, 0, 
222.88, -0.780573, 4.23386, 2.72526, 0, 0, 0, 
222.888, -0.780573, 4.23386, 2.72526, 0, 0, 0, 
222.896, -0.780573, 4.23386, 2.72526, 0, 0, 0, 
222.904, -0.780573, 4.23386, 2.72526, 0, 0, 0, 
222.912, -0.780573, 4.23386, 2.72526, 0, 0, 0, 
222.92, -0.780573, 4.23386, 2.72526, 0, 0, 0, 
222.928, -0.780573, 4.23386, 2.72526, 0, 0, 0, 
222.936, -0.780573, 4.23386, 2.72526, 0, 0, 0, 
222.944, -0.780573, 4.23386, 2.72526, 0, 0, 0, 
222.952, -0.780573, 4.23386, 2.72526, 0, 0, 0, 
222.96, -0.780573, 4.23386, 2.72526, 0, 0, 0, 
222.968, -0.780573, 4.23386, 2.72526, 0, 0, 0, 
222.976, -0.780573, 4.23386, 2.72526, 0, 0, 0, 
222.984, -0.780573, 4.23386, 2.72526, 0, 0, 0, 
222.992, -0.780573, 4.23386, 2.72526, 0, 0, 0, 
223, -0.780573, 4.23386, 2.72526, 0, 0, 0, 
223.008, -0.780573, 4.23386, 2.72526, 0, 0, 0, 
223.016, -0.780573, 4.23386, 2.72526, 0, 0, 0, 
223.024, -0.780573, 4.23386, 2.72526, 0, 0, 0, 
223.032, -0.780573, 4.23386, 2.72526, 0, 0, 0, 
223.04, -0.780573, 4.23386, 2.72526, 0, 0, 0, 
223.048, -0.780573, 4.23386, 2.72526, 0, 0, 0, 
223.056, -0.780573, 4.23386, 2.72526, 0, 0, 0, 
223.064, -0.780573, 4.23386, 2.72526, 0, 0, 0, 
223.072, -0.780573, 4.23386, 2.72526, 0, 0, 0, 
223.08, -0.780573, 4.23386, 2.72526, 0, 0, 0, 
223.088, -0.780573, 4.23386, 2.72526, 0, 0, 0, 
223.096, -0.780573, 4.23386, 2.72526, 0, 0, 0, 
223.104, -0.780573, 4.23386, 2.72526, 0, 0, 0, 
223.112, -0.780573, 4.23386, 2.72526, 0, 0, 0, 
223.12, -0.780573, 4.23386, 2.72526, 0, 0, 0, 
223.128, -0.780573, 4.23386, 2.72526, 0, 0, 0, 
223.136, -0.780573, 4.23386, 2.72526, 0, 0, 0, 
223.144, -0.780573, 4.23386, 2.72526, 0, 0, 0, 
223.152, -0.780573, 4.23386, 2.72526, 0, 0, 0, 
223.16, -0.780573, 4.23386, 2.72526, 0, 0, 0, 
223.168, -0.780573, 4.23386, 2.72526, 0, 0, 0, 
223.176, -0.780573, 4.23386, 2.72526, 0, 0, 0, 
223.184, -0.780573, 4.23386, 2.72526, 0, 0, 0, 
223.192, -0.780573, 4.23386, 2.72526, 0, 0, 0, 
223.2, -0.780573, 4.23386, 2.72526, 0, 0, 0, 
223.208, -0.780573, 4.23386, 2.72526, 0, 0, 0, 
223.216, -0.780573, 4.23386, 2.72526, 0, 0, 0, 
223.224, -0.780573, 4.23386, 2.72526, 0, 0, 0, 
223.232, -0.780573, 4.23386, 2.72526, 0, 0, 0, 
223.24, -0.780573, 4.23386, 2.72526, 0, 0, 0, 
223.248, -0.780573, 4.23386, 2.72526, 0, 0, 0, 
223.256, -0.780573, 4.23386, 2.72526, 0, 0, 0, 
223.264, -0.780573, 4.23386, 2.72526, 0, 0, 0, 
223.272, -0.780573, 4.23386, 2.72526, 0, 0, 0, 
223.28, -0.780573, 4.23386, 2.72526, 0, 0, 0, 
223.288, -0.780573, 4.23386, 2.72526, 0, 0, 0, 
223.296, -0.780573, 4.23386, 2.72526, 0, 0, 0, 
223.304, -0.780573, 4.23386, 2.72526, 0, 0, 0, 
223.312, -0.780573, 4.23386, 2.72526, 0, 0, 0, 
223.32, -0.780573, 4.23386, 2.72526, 0, 0, 0, 
223.328, -0.780573, 4.23386, 2.72526, 0, 0, 0, 
223.336, -0.780573, 4.23386, 2.72526, 0, 0, 0, 
223.344, -0.780573, 4.23386, 2.72526, 0, 0, 0, 
223.352, -0.780573, 4.23386, 2.72526, 0, 0, 0, 
223.36, -0.780573, 4.23386, 2.72526, 0, 0, 0, 
223.368, -0.780573, 4.23386, 2.72526, 0, 0, 0, 
223.376, -0.780573, 4.23386, 2.72526, 0, 0, 0, 
223.384, -0.780573, 4.23386, 2.72526, 0, 0, 0, 
223.392, -0.780573, 4.23386, 2.72526, 0, 0, 0, 
223.4, -0.780573, 4.23386, 2.72526, 0, 0, 0, 
223.408, -0.780573, 4.23386, 2.72526, 0, 0, 0, 
223.416, -0.780573, 4.23386, 2.72526, 0, 0, 0, 
223.424, -0.780573, 4.23386, 2.72526, 0, 0, 0, 
223.432, -0.780573, 4.23386, 2.72526, 0, 0, 0, 
223.44, -0.780573, 4.23386, 2.72526, 0, 0, 0, 
223.448, -0.780573, 4.23386, 2.72526, 0, 0, 0, 
223.456, -0.780573, 4.23386, 2.72526, 0, 0, 0, 
223.464, -0.780573, 4.23386, 2.72526, 0, 0, 0, 
223.472, -0.780573, 4.23386, 2.72526, 0, 0, 0, 
223.48, -0.780573, 4.23386, 2.72526, 0, 0, 0, 
223.488, -0.780573, 4.23386, 2.72526, 0, 0, 0, 
223.496, -0.780573, 4.23386, 2.72526, 0, 0, 0, 
223.504, -0.780573, 4.23386, 2.72526, 0, 0, 0, 
223.512, -0.780573, 4.23386, 2.72526, 0, 0, 0, 
223.52, -0.780573, 4.23386, 2.72526, 0, 0, 0, 
223.528, -0.780573, 4.23386, 2.72526, 0, 0, 0, 
223.536, -0.780573, 4.23386, 2.72526, 0, 0, 0, 
223.544, -0.780573, 4.23386, 2.72526, 0, 0, 0, 
223.552, -0.780573, 4.23386, 2.72526, 0, 0, 0, 
223.56, -0.780573, 4.23386, 2.72526, 0, 0, 0, 
223.568, -0.780573, 4.23386, 2.72526, 0, 0, 0, 
223.576, -0.780573, 4.23386, 2.72526, 0, 0, 0, 
223.584, -0.780573, 4.23386, 2.72526, 0, 0, 0, 
223.592, -0.780573, 4.23386, 2.72526, 0, 0, 0, 
223.6, -0.780573, 4.23386, 2.72526, 0, 0, 0, 
223.608, -0.780573, 4.23386, 2.72526, 0, 0, 0, 
223.616, -0.780573, 4.23386, 2.72526, 0, 0, 0, 
223.624, -0.780573, 4.23386, 2.72526, 0, 0, 0, 
223.632, -0.780573, 4.23386, 2.72526, 0, 0, 0, 
223.64, -0.780573, 4.23386, 2.72526, 0, 0, 0, 
223.648, -0.780573, 4.23386, 2.72526, 0, 0, 0, 
223.656, -0.780573, 4.23386, 2.72526, 0, 0, 0, 
223.664, -0.780573, 4.23386, 2.72526, 0, 0, 0, 
223.672, -0.780573, 4.23386, 2.72526, 0, 0, 0, 
223.68, -0.780573, 4.23386, 2.72526, 0, 0, 0, 
223.688, -0.780573, 4.23386, 2.72526, 0, 0, 0, 
223.696, -0.780573, 4.23386, 2.72526, 0, 0, 0, 
223.704, -0.780573, 4.23386, 2.72526, 0, 0, 0, 
223.712, -0.780573, 4.23386, 2.72526, 0, 0, 0, 
223.72, -0.780573, 4.23386, 2.72526, 0, 0, 0, 
223.728, -0.780573, 4.23386, 2.72526, 0, 0, 0, 
223.736, -0.780573, 4.23386, 2.72526, 0, 0, 0, 
223.744, -0.780573, 4.23386, 2.72526, 0, 0, 0, 
223.752, -0.780573, 4.23386, 2.72526, 0, 0, 0, 
223.76, -0.780573, 4.23386, 2.72526, 0, 0, 0, 
223.768, -0.780573, 4.23386, 2.72526, 0, 0, 0, 
223.776, -0.780573, 4.23386, 2.72526, 0, 0, 0, 
223.784, -0.780573, 4.23386, 2.72526, 0, 0, 0, 
223.792, -0.780573, 4.23386, 2.72526, 0, 0, 0, 
223.8, -0.780573, 4.23386, 2.72526, 0, 0, 0, 
223.808, -0.780573, 4.23386, 2.72526, 0, 0, 0, 
223.816, -0.780573, 4.23386, 2.72526, 0, 0, 0, 
223.824, -0.780573, 4.23386, 2.72526, 0, 0, 0, 
223.832, -0.780573, 4.23386, 2.72526, 0, 0, 0, 
223.84, -0.780573, 4.23386, 2.72526, 0, 0, 0, 
223.848, -0.780573, 4.23386, 2.72526, 0, 0, 0, 
223.856, -0.780573, 4.23386, 2.72526, 0, 0, 0, 
223.864, -0.780573, 4.23386, 2.72526, 0, 0, 0, 
223.872, -0.780573, 4.23386, 2.72526, 0, 0, 0, 
223.88, -0.780573, 4.23386, 2.72526, 0, 0, 0, 
223.888, -0.780573, 4.23386, 2.72526, 0, 0, 0, 
223.896, -0.780573, 4.23386, 2.72526, 0, 0, 0, 
223.904, -0.780573, 4.23386, 2.72526, 0, 0, 0, 
223.912, -0.780573, 4.23386, 2.72526, 0, 0, 0, 
223.92, -0.780573, 4.23386, 2.72526, 0, 0, 0, 
223.928, -0.780573, 4.23386, 2.72526, 0, 0, 0, 
223.936, -0.780573, 4.23386, 2.72526, 0, 0, 0, 
223.944, -0.780573, 4.23386, 2.72526, 0, 0, 0, 
223.952, -0.780573, 4.23386, 2.72526, 0, 0, 0, 
223.96, -0.780573, 4.23386, 2.72526, 0, 0, 0, 
223.968, -0.780573, 4.23386, 2.72526, 0, 0, 0, 
223.976, -0.780573, 4.23386, 2.72526, 0, 0, 0, 
223.984, -0.780573, 4.23386, 2.72526, 0, 0, 0, 
223.992, -0.780573, 4.23386, 2.72526, 0, 0, 0, 
224, -0.780573, 4.23386, 2.72526, 0, 0, 0, 
224.008, -0.780573, 4.23386, 2.72526, 0, 0, 0, 
224.016, -0.780573, 4.23386, 2.72526, 0, 0, 0, 
224.024, -0.780573, 4.23386, 2.72526, 0, 0, 0, 
224.032, -0.780573, 4.23386, 2.72526, 0, 0, 0, 
224.04, -0.780573, 4.23386, 2.72526, 0, 0, 0, 
224.048, -0.780573, 4.23386, 2.72526, 0, 0, 0, 
224.056, -0.780573, 4.23386, 2.72526, 0, 0, 0, 
224.064, -0.780573, 4.23386, 2.72526, 0, 0, 0, 
224.072, -0.780573, 4.23386, 2.72526, 0, 0, 0, 
224.08, -0.780573, 4.23386, 2.72526, 0, 0, 0, 
224.088, -0.780573, 4.23386, 2.72526, 0, 0, 0, 
224.096, -0.780573, 4.23386, 2.72526, 0, 0, 0, 
224.104, -0.780573, 4.23386, 2.72526, 0, 0, 0, 
224.112, -0.780573, 4.23386, 2.72526, 0, 0, 0, 
224.12, -0.780573, 4.23386, 2.72526, 0, 0, 0, 
224.128, -0.780573, 4.23386, 2.72526, 0, 0, 0, 
224.136, -0.780573, 4.23386, 2.72526, 0, 0, 0, 
224.144, -0.780573, 4.23386, 2.72526, 0, 0, 0, 
224.152, -0.780573, 4.23386, 2.72526, 0, 0, 0, 
224.16, -0.780573, 4.23386, 2.72526, 0, 0, 0, 
224.168, -0.780573, 4.23386, 2.72526, 0, 0, 0, 
224.176, -0.780573, 4.23386, 2.72526, 0, 0, 0, 
224.184, -0.780573, 4.23386, 2.72526, 0, 0, 0, 
224.192, -0.780573, 4.23386, 2.72526, 0, 0, 0, 
224.2, -0.780573, 4.23386, 2.72526, 0, 0, 0, 
224.208, -0.780573, 4.23386, 2.72526, 0, 0, 0, 
224.216, -0.780573, 4.23386, 2.72526, 0, 0, 0, 
224.224, -0.780573, 4.23386, 2.72526, 0, 0, 0, 
224.232, -0.780573, 4.23386, 2.72526, 0, 0, 0, 
224.24, -0.780573, 4.23386, 2.72526, 0, 0, 0, 
224.248, -0.780573, 4.23386, 2.72526, 0, 0, 0, 
224.256, -0.780573, 4.23386, 2.72526, 0, 0, 0, 
224.264, -0.780573, 4.23386, 2.72526, 0, 0, 0, 
224.272, -0.780573, 4.23386, 2.72526, 0, 0, 0, 
224.28, -0.780573, 4.23386, 2.72526, 0, 0, 0, 
224.288, -0.780573, 4.23386, 2.72526, 0, 0, 0, 
224.296, -0.780573, 4.23386, 2.72526, 0, 0, 0, 
224.304, -0.780573, 4.23386, 2.72526, 0, 0, 0, 
224.312, -0.780573, 4.23386, 2.72526, 0, 0, 0, 
224.32, -0.780573, 4.23386, 2.72526, 0, 0, 0, 
224.328, -0.780573, 4.23386, 2.72526, 0, 0, 0, 
224.336, -0.780573, 4.23386, 2.72526, 0, 0, 0, 
224.344, -0.780573, 4.23386, 2.72526, 0, 0, 0, 
224.352, -0.780573, 4.23386, 2.72526, 0, 0, 0, 
224.36, -0.780573, 4.23386, 2.72526, 0, 0, 0, 
224.368, -0.780573, 4.23386, 2.72526, 0, 0, 0, 
224.376, -0.780573, 4.23386, 2.72526, 0, 0, 0, 
224.384, -0.780573, 4.23386, 2.72526, 0, 0, 0, 
224.392, -0.780573, 4.23386, 2.72526, 0, 0, 0, 
224.4, -0.780573, 4.23386, 2.72526, 0, 0, 0, 
224.408, -0.780573, 4.23386, 2.72526, 0, 0, 0, 
224.416, -0.780573, 4.23386, 2.72526, 0, 0, 0, 
224.424, -0.780573, 4.23386, 2.72526, 0, 0, 0, 
224.432, -0.780573, 4.23386, 2.72526, 0, 0, 0, 
224.44, -0.780573, 4.23386, 2.72526, 0, 0, 0, 
224.448, -0.780573, 4.23386, 2.72526, 0, 0, 0, 
224.456, -0.780573, 4.23386, 2.72526, 0, 0, 0, 
224.464, -0.780573, 4.23386, 2.72526, 0, 0, 0, 
224.472, -0.780573, 4.23386, 2.72526, 0, 0, 0, 
224.48, -0.780573, 4.23386, 2.72526, 0, 0, 0, 
224.488, -0.780573, 4.23386, 2.72526, 0, 0, 0, 
224.496, -0.780573, 4.23386, 2.72526, 0, 0, 0, 
224.504, -0.780573, 4.23386, 2.72526, 0, 0, 0, 
224.512, -0.780573, 4.23386, 2.72526, 0, 0, 0, 
224.52, -0.780573, 4.23386, 2.72526, 0, 0, 0, 
224.528, -0.780573, 4.23386, 2.72526, 0, 0, 0, 
224.536, -0.780573, 4.23386, 2.72526, 0, 0, 0, 
224.544, -0.780573, 4.23386, 2.72526, 0, 0, 0, 
224.552, -0.780573, 4.23386, 2.72526, 0, 0, 0, 
224.56, -0.780573, 4.23386, 2.72526, 0, 0, 0, 
224.568, -0.780573, 4.23386, 2.72526, 0, 0, 0, 
224.576, -0.780573, 4.23386, 2.72526, 0, 0, 0, 
224.584, -0.780573, 4.23386, 2.72526, 0, 0, 0, 
224.592, -0.780573, 4.23386, 2.72526, 0, 0, 0, 
224.6, -0.780573, 4.23386, 2.72526, 0, 0, 0, 
224.608, -0.780573, 4.23386, 2.72526, 0, 0, 0, 
224.616, -0.780573, 4.23386, 2.72526, 0, 0, 0, 
224.624, -0.780573, 4.23386, 2.72526, 0, 0, 0, 
224.632, -0.780573, 4.23386, 2.72526, 0, 0, 0, 
224.64, -0.780573, 4.23386, 2.72526, 0, 0, 0, 
224.648, -0.780573, 4.23386, 2.72526, 0, 0, 0, 
224.656, -0.780573, 4.23386, 2.72526, 0, 0, 0, 
224.664, -0.780573, 4.23386, 2.72526, 0, 0, 0, 
224.672, -0.780573, 4.23386, 2.72526, 0, 0, 0, 
224.68, -0.780573, 4.23386, 2.72526, 0, 0, 0, 
224.688, -0.780573, 4.23386, 2.72526, 0, 0, 0, 
224.696, -0.780573, 4.23386, 2.72526, 0, 0, 0, 
224.704, -0.780573, 4.23386, 2.72526, 0, 0, 0, 
224.712, -0.780573, 4.23386, 2.72526, 0, 0, 0, 
224.72, -0.780573, 4.23386, 2.72526, 0, 0, 0, 
224.728, -0.780573, 4.23386, 2.72526, 0, 0, 0, 
224.736, -0.780573, 4.23386, 2.72526, 0, 0, 0, 
224.744, -0.780573, 4.23386, 2.72526, 0, 0, 0, 
224.752, -0.780573, 4.23386, 2.72526, 0, 0, 0, 
224.76, -0.780573, 4.23386, 2.72526, 0, 0, 0, 
224.768, -0.780573, 4.23386, 2.72526, 0, 0, 0, 
224.776, -0.780573, 4.23386, 2.72526, 0, 0, 0, 
224.784, -0.780573, 4.23386, 2.72526, 0, 0, 0, 
224.792, -0.780573, 4.23386, 2.72526, 0, 0, 0, 
224.8, -0.780573, 4.23386, 2.72526, 0, 0, 0, 
224.808, -0.780573, 4.23386, 2.72526, 0, 0, 0, 
224.816, -0.780573, 4.23386, 2.72526, 0, 0, 0, 
224.824, -0.780573, 4.23386, 2.72526, 0, 0, 0, 
224.832, -0.780573, 4.23386, 2.72526, 0, 0, 0, 
224.84, -0.780573, 4.23386, 2.72526, 0, 0, 0, 
224.848, -0.780573, 4.23386, 2.72526, 0, 0, 0, 
224.856, -0.780573, 4.23386, 2.72526, 0, 0, 0, 
224.864, -0.780573, 4.23386, 2.72526, 0, 0, 0, 
224.872, -0.780573, 4.23386, 2.72526, 0, 0, 0, 
224.88, -0.780573, 4.23386, 2.72526, 0, 0, 0, 
224.888, -0.780573, 4.23386, 2.72526, 0, 0, 0, 
224.896, -0.780573, 4.23386, 2.72526, 0, 0, 0, 
224.904, -0.780573, 4.23386, 2.72526, 0, 0, 0, 
224.912, -0.780573, 4.23386, 2.72526, 0, 0, 0, 
224.92, -0.780573, 4.23386, 2.72526, 0, 0, 0, 
224.928, -0.780573, 4.23386, 2.72526, 0, 0, 0, 
224.936, -0.780573, 4.23386, 2.72526, 0, 0, 0, 
224.944, -0.780573, 4.23386, 2.72526, 0, 0, 0, 
224.952, -0.780573, 4.23386, 2.72526, 0, 0, 0, 
224.96, -0.780573, 4.23386, 2.72526, 0, 0, 0, 
224.968, -0.780573, 4.23386, 2.72526, 0, 0, 0, 
224.976, -0.780573, 4.23386, 2.72526, 0, 0, 0, 
224.984, -0.780573, 4.23386, 2.72526, 0, 0, 0, 
224.992, -0.780573, 4.23386, 2.72526, 0, 0, 0, 
225, -0.780573, 4.23386, 2.72526, 0, 0, 0, 
225.008, -0.780573, 4.23386, 2.72526, 0, 0, 0, 
225.016, -0.780573, 4.23386, 2.72526, 0, 0, 0, 
225.024, -0.780573, 4.23386, 2.72526, 0, 0, 0, 
225.032, -0.780573, 4.23386, 2.72526, 0, 0, 0, 
225.04, -0.780573, 4.23386, 2.72526, 0, 0, 0, 
225.048, -0.780573, 4.23386, 2.72526, 0, 0, 0, 
225.056, -0.780573, 4.23386, 2.72526, 0, 0, 0, 
225.064, -0.780573, 4.23386, 2.72526, 0, 0, 0, 
225.072, -0.780573, 4.23386, 2.72526, 0, 0, 0, 
225.08, -0.780573, 4.23386, 2.72526, 0, 0, 0, 
225.088, -0.780573, 4.23386, 2.72526, 0, 0, 0, 
225.096, -0.780573, 4.23386, 2.72526, 0, 0, 0, 
225.104, -0.780573, 4.23386, 2.72526, 0, 0, 0, 
225.112, -0.780573, 4.23386, 2.72526, 0, 0, 0, 
225.12, -0.780573, 4.23386, 2.72526, 0, 0, 0, 
225.128, -0.780573, 4.23386, 2.72526, 0, 0, 0, 
225.136, -0.780573, 4.23386, 2.72526, 0, 0, 0, 
225.144, -0.780573, 4.23386, 2.72526, 0, 0, 0, 
225.152, -0.780573, 4.23386, 2.72526, 0, 0, 0, 
225.16, -0.780573, 4.23386, 2.72526, 0, 0, 0, 
225.168, -0.780573, 4.23386, 2.72526, 0, 0, 0, 
225.176, -0.780573, 4.23386, 2.72526, 0, 0, 0, 
225.184, -0.780573, 4.23386, 2.72526, 0, 0, 0, 
225.192, -0.780573, 4.23386, 2.72526, 0, 0, 0, 
225.2, -0.780573, 4.23386, 2.72526, 0, 0, 0, 
225.208, -0.780573, 4.23386, 2.72526, 0, 0, 0, 
225.216, -0.780573, 4.23386, 2.72526, 0, 0, 0, 
225.224, -0.780573, 4.23386, 2.72526, 0, 0, 0, 
225.232, -0.780573, 4.23386, 2.72526, 0, 0, 0, 
225.24, -0.780573, 4.23386, 2.72526, 0, 0, 0, 
225.248, -0.780573, 4.23386, 2.72526, 0, 0, 0, 
225.256, -0.780573, 4.23386, 2.72526, 0, 0, 0, 
225.264, -0.780573, 4.23386, 2.72526, 0, 0, 0, 
225.272, -0.780573, 4.23386, 2.72526, 0, 0, 0, 
225.28, -0.780573, 4.23386, 2.72526, 0, 0, 0, 
225.288, -0.780573, 4.23386, 2.72526, 0, 0, 0, 
225.296, -0.780573, 4.23386, 2.72526, 0, 0, 0, 
225.304, -0.780573, 4.23386, 2.72526, 0, 0, 0, 
225.312, -0.780573, 4.23386, 2.72526, 0, 0, 0, 
225.32, -0.780573, 4.23386, 2.72526, 0, 0, 0, 
225.328, -0.780573, 4.23386, 2.72526, 0, 0, 0, 
225.336, -0.780573, 4.23386, 2.72526, 0, 0, 0, 
225.344, -0.780573, 4.23386, 2.72526, 0, 0, 0, 
225.352, -0.780573, 4.23386, 2.72526, 0, 0, 0, 
225.36, -0.780573, 4.23386, 2.72526, 0, 0, 0, 
225.368, -0.780573, 4.23386, 2.72526, 0, 0, 0, 
225.376, -0.780573, 4.23386, 2.72526, 0, 0, 0, 
225.384, -0.780573, 4.23386, 2.72526, 0, 0, 0, 
225.392, -0.780573, 4.23386, 2.72526, 0, 0, 0, 
225.4, -0.780573, 4.23386, 2.72526, 0, 0, 0, 
225.408, -0.780573, 4.23386, 2.72526, 0, 0, 0, 
225.416, -0.780573, 4.23386, 2.72526, 0, 0, 0, 
225.424, -0.780573, 4.23386, 2.72526, 0, 0, 0, 
225.432, -0.780573, 4.23386, 2.72526, 0, 0, 0, 
225.44, -0.780573, 4.23386, 2.72526, 0, 0, 0, 
225.448, -0.780573, 4.23386, 2.72526, 0, 0, 0, 
225.456, -0.780573, 4.23386, 2.72526, 0, 0, 0, 
225.464, -0.780573, 4.23386, 2.72526, 0, 0, 0, 
225.472, -0.780573, 4.23386, 2.72526, 0, 0, 0, 
225.48, -0.780573, 4.23386, 2.72526, 0, 0, 0, 
225.488, -0.780573, 4.23386, 2.72526, 0, 0, 0, 
225.496, -0.780573, 4.23386, 2.72526, 0, 0, 0, 
225.504, -0.780573, 4.23386, 2.72526, 0, 0, 0, 
225.512, -0.780573, 4.23386, 2.72526, 0, 0, 0, 
225.52, -0.780573, 4.23386, 2.72526, 0, 0, 0, 
225.528, -0.780573, 4.23386, 2.72526, 0, 0, 0, 
225.536, -0.780573, 4.23386, 2.72526, 0, 0, 0, 
225.544, -0.780573, 4.23386, 2.72526, 0, 0, 0, 
225.552, -0.780573, 4.23386, 2.72526, 0, 0, 0, 
225.56, -0.780573, 4.23386, 2.72526, 0, 0, 0, 
225.568, -0.780573, 4.23386, 2.72526, 0, 0, 0, 
225.576, -0.780573, 4.23386, 2.72526, 0, 0, 0, 
225.584, -0.780573, 4.23386, 2.72526, 0, 0, 0, 
225.592, -0.780573, 4.23386, 2.72526, 0, 0, 0, 
225.6, -0.780573, 4.23386, 2.72526, 0, 0, 0, 
225.608, -0.780573, 4.23386, 2.72526, 0, 0, 0, 
225.616, -0.780573, 4.23386, 2.72526, 0, 0, 0, 
225.624, -0.780573, 4.23386, 2.72526, 0, 0, 0, 
225.632, -0.780573, 4.23386, 2.72526, 0, 0, 0, 
225.64, -0.780573, 4.23386, 2.72526, 0, 0, 0, 
225.648, -0.780573, 4.23386, 2.72526, 0, 0, 0, 
225.656, -0.780573, 4.23386, 2.72526, 0, 0, 0, 
225.664, -0.780573, 4.23386, 2.72526, 0, 0, 0, 
225.672, -0.780573, 4.23386, 2.72526, 0, 0, 0, 
225.68, -0.780573, 4.23386, 2.72526, 0, 0, 0, 
225.688, -0.780573, 4.23386, 2.72526, 0, 0, 0, 
225.696, -0.780573, 4.23386, 2.72526, 0, 0, 0, 
225.704, -0.780573, 4.23386, 2.72526, 0, 0, 0, 
225.712, -0.780573, 4.23386, 2.72526, 0, 0, 0, 
225.72, -0.780573, 4.23386, 2.72526, 0, 0, 0, 
225.728, -0.780573, 4.23386, 2.72526, 0, 0, 0, 
225.736, -0.780573, 4.23386, 2.72526, 0, 0, 0, 
225.744, -0.780573, 4.23386, 2.72526, 0, 0, 0, 
225.752, -0.780573, 4.23386, 2.72526, 0, 0, 0, 
225.76, -0.780573, 4.23386, 2.72526, 0, 0, 0, 
225.768, -0.780573, 4.23386, 2.72526, 0, 0, 0, 
225.776, -0.780573, 4.23386, 2.72526, 0, 0, 0, 
225.784, -0.780573, 4.23386, 2.72526, 0, 0, 0, 
225.792, -0.780573, 4.23386, 2.72526, 0, 0, 0, 
225.8, -0.780573, 4.23386, 2.72526, 0, 0, 0, 
225.808, -0.780573, 4.23386, 2.72526, 0, 0, 0, 
225.816, -0.780573, 4.23386, 2.72526, 0, 0, 0, 
225.824, -0.780573, 4.23386, 2.72526, 0, 0, 0, 
225.832, -0.780573, 4.23386, 2.72526, 0, 0, 0, 
225.84, -0.780573, 4.23386, 2.72526, 0, 0, 0, 
225.848, -0.780573, 4.23386, 2.72526, 0, 0, 0, 
225.856, -0.780573, 4.23386, 2.72526, 0, 0, 0, 
225.864, -0.780573, 4.23386, 2.72526, 0, 0, 0, 
225.872, -0.780573, 4.23386, 2.72526, 0, 0, 0, 
225.88, -0.780573, 4.23386, 2.72526, 0, 0, 0, 
