time, x, y, heading, vel_x, vel_y, vel_heading,
0.008, -1.99204e-09, -1.53147e-07, 0.00014498, 0, 0, 0, 
0.016, -1.98488e-09, 4.81393e-09, 0.000110752, 8.95544e-10, 1.97451e-05, -0.00427855, 
0.024, -1.65799e-09, -1.05059e-08, 8.67971e-05, 4.08613e-08, -1.91498e-06, -0.00299432, 
0.032, -1.35727e-09, -2.04038e-08, 6.85945e-05, 3.75893e-08, -1.23724e-06, -0.00227532, 
0.04, 0.000974904, -2.67299e-08, 0.00210304, 0.121863, -7.90762e-07, 0.254305, 
0.048, 0.00198359, 2.37599e-05, 0.00274497, 0.126086, 0.00297333, 0.0802413, 
0.056, 0.00304834, 0.000100646, 0.0022648, 0.133094, 0.00961076, -0.0600214, 
0.064, 0.00433145, 9.83392e-05, 0.00289432, 0.160389, -0.000288343, 0.078691, 
0.072, 0.00555288, 0.000134016, 0.00488413, 0.152678, 0.00445955, 0.248725, 
0.08, 0.00678266, 0.000159336, 0.00863549, 0.153723, 0.00316503, 0.468921, 
0.088, 0.008023, 0.000173207, 0.0138982, 0.155043, 0.00173395, 0.657839, 
0.096, 0.00933543, 0.000177107, 0.0201591, 0.164053, 0.000487426, 0.782617, 
0.104, 0.0107645, 0.000184681, 0.0269887, 0.178636, 0.000946822, 0.853699, 
0.112, 0.0123112, 0.000209204, 0.034272, 0.193341, 0.00306529, 0.910406, 
0.12, 0.0139725, 0.000255197, 0.0419879, 0.207659, 0.0057491, 0.964492, 
0.128, 0.0157475, 0.000323778, 0.0501278, 0.221872, 0.00857266, 1.01748, 
0.136, 0.0180039, 0.000418216, 0.0536153, 0.28205, 0.0118047, 0.435939, 
0.144, 0.0204129, 0.00060501, 0.056272, 0.301124, 0.0233493, 0.332084, 
0.152, 0.0228428, 0.000839475, 0.0588385, 0.303746, 0.0293081, 0.320817, 
0.16, 0.0252733, 0.00108516, 0.0614008, 0.303811, 0.0307105, 0.320285, 
0.168, 0.0277042, 0.00132786, 0.0639908, 0.303852, 0.0303379, 0.323752, 
0.176, 0.0301346, 0.00156355, 0.0665797, 0.303803, 0.0294606, 0.323607, 
0.184, 0.0325645, 0.0017915, 0.0691667, 0.303742, 0.0284939, 0.32338, 
0.192, 0.0349939, 0.00201225, 0.0717514, 0.303679, 0.0275939, 0.323091, 
0.2, 0.0374337, 0.00224744, 0.0757005, 0.304973, 0.0293991, 0.493636, 
0.208, 0.0398746, 0.00248001, 0.0810135, 0.30511, 0.0290713, 0.664119, 
0.216, 0.0423986, 0.00270996, 0.0871262, 0.315501, 0.0287431, 0.764095, 
0.224, 0.0450271, 0.00295266, 0.0936379, 0.328568, 0.0303383, 0.813963, 
0.232, 0.0476552, 0.00321526, 0.100186, 0.328508, 0.0328245, 0.81849, 
0.24, 0.0502818, 0.00348052, 0.106711, 0.328327, 0.0331579, 0.815584, 
0.248, 0.0529067, 0.00374367, 0.113212, 0.328104, 0.0328937, 0.812699, 
0.256, 0.0555295, 0.00400324, 0.119691, 0.327859, 0.032446, 0.809862, 
0.264, 0.0581503, 0.00425894, 0.126059, 0.327597, 0.0319623, 0.795983, 
0.272, 0.0607689, 0.00451083, 0.132405, 0.327326, 0.031487, 0.793234, 
0.28, 0.0633852, 0.00475916, 0.138729, 0.327043, 0.0310408, 0.790588, 
0.288, 0.0659992, 0.00500415, 0.145033, 0.326749, 0.0306242, 0.787973, 
0.296, 0.0686108, 0.00524604, 0.151262, 0.326444, 0.0302357, 0.778546, 
0.304, 0.0712198, 0.00548496, 0.15747, 0.32613, 0.0298654, 0.775991, 
0.312, 0.0738263, 0.00572106, 0.163658, 0.325806, 0.0295117, 0.773501, 
0.32, 0.0764301, 0.00595442, 0.169826, 0.325471, 0.0291701, 0.771034, 
0.328, 0.078923, 0.00616193, 0.174107, 0.311622, 0.0259399, 0.535166, 
0.336, 0.0813174, 0.0063448, 0.178003, 0.299299, 0.0228576, 0.486983, 
0.344, 0.083709, 0.0065022, 0.18189, 0.29895, 0.019675, 0.485837, 
0.352, 0.0860986, 0.00665104, 0.185769, 0.298702, 0.0186059, 0.484972, 
0.36, 0.0884882, 0.00679669, 0.18961, 0.298692, 0.0182054, 0.48002, 
0.368, 0.090876, 0.00694097, 0.193443, 0.298477, 0.0180356, 0.479133, 
0.376, 0.0932621, 0.00708421, 0.197269, 0.29826, 0.0179044, 0.478261, 
0.384, 0.0956464, 0.00722637, 0.201088, 0.29804, 0.0177707, 0.477381, 
0.392, 0.0978313, 0.00764325, 0.201328, 0.273119, 0.0521095, 0.0299794, 
0.4, 0.100008, 0.00807721, 0.20147, 0.272136, 0.0542452, 0.0177446, 
0.408, 0.102185, 0.00851226, 0.20161, 0.272072, 0.0543813, 0.0175488, 
0.416, 0.104362, 0.00894711, 0.201751, 0.272062, 0.0543566, 0.017602, 
0.424, 0.106542, 0.00939543, 0.201745, 0.272616, 0.0560403, -0.000736468, 
0.432, 0.108723, 0.00984335, 0.201739, 0.272631, 0.0559894, -0.000770529, 
0.44, 0.110905, 0.0102909, 0.201733, 0.272642, 0.0559434, -0.000769465, 
0.448, 0.113086, 0.0107381, 0.201726, 0.272651, 0.0559059, -0.000768764, 
0.456, 0.115271, 0.0112146, 0.203098, 0.273088, 0.0595579, 0.171458, 
0.464, 0.117452, 0.0116911, 0.205809, 0.272696, 0.0595569, 0.338912, 
0.472, 0.119727, 0.0121687, 0.209163, 0.284387, 0.0597041, 0.419204, 
0.48, 0.122107, 0.0126638, 0.212914, 0.297528, 0.0618891, 0.468886, 
0.488, 0.123559, 0.0129265, 0.214104, 0.181393, 0.03284, 0.148757, 
0.496, 0.124444, 0.0130936, 0.214136, 0.110622, 0.0208855, 0.00391486, 
0.504, 0.125212, 0.0132513, 0.21421, 0.0960253, 0.0197075, 0.00924763, 
0.512, 0.125978, 0.013409, 0.214258, 0.0957618, 0.0197168, 0.00610948, 
0.52, 0.12678, 0.0135634, 0.215491, 0.1003, 0.0192932, 0.154107, 
0.528, 0.127609, 0.0137717, 0.216836, 0.103614, 0.0260437, 0.168083, 
0.536, 0.128439, 0.0139847, 0.218182, 0.103693, 0.0266267, 0.168231, 
0.544, 0.129268, 0.0142081, 0.219528, 0.103671, 0.0279187, 0.168274, 
0.552, 0.130099, 0.0144406, 0.220842, 0.103859, 0.0290685, 0.164292, 
0.56, 0.13093, 0.0146807, 0.222156, 0.103841, 0.0300143, 0.164228, 
0.568, 0.13176, 0.0149265, 0.223469, 0.10382, 0.0307168, 0.164161, 
0.576, 0.132591, 0.0151762, 0.224782, 0.103796, 0.0312182, 0.164077, 
0.584, 0.133349, 0.015351, 0.224792, 0.0948482, 0.0218534, 0.00125162, 
0.592, 0.134108, 0.015525, 0.224799, 0.0948249, 0.0217493, 0.000825002, 
0.6, 0.134867, 0.0156989, 0.224805, 0.0948231, 0.0217334, 0.000829005, 
0.608, 0.135625, 0.0158727, 0.224812, 0.0948244, 0.0217237, 0.000837082, 
0.616, 0.136409, 0.0160538, 0.225964, 0.0980038, 0.0226439, 0.143957, 
0.624, 0.137238, 0.0162404, 0.227289, 0.103588, 0.0233164, 0.165656, 
0.632, 0.138067, 0.0164355, 0.228614, 0.103615, 0.0243958, 0.165666, 
0.64, 0.138896, 0.0166324, 0.229939, 0.103598, 0.024614, 0.165547, 
0.648, 0.139726, 0.0168291, 0.231235, 0.103754, 0.0245835, 0.161994, 
0.656, 0.140555, 0.0170247, 0.232529, 0.103724, 0.0244512, 0.161862, 
0.664, 0.141385, 0.0172187, 0.233823, 0.103692, 0.02425, 0.161751, 
0.672, 0.142214, 0.0174109, 0.235117, 0.103659, 0.0240231, 0.161641, 
0.68, 0.143042, 0.017601, 0.236432, 0.103469, 0.0237649, 0.164463, 
0.688, 0.143869, 0.017789, 0.237747, 0.103433, 0.0234981, 0.164367, 
0.696, 0.144697, 0.017975, 0.239061, 0.103399, 0.0232508, 0.164254, 
0.704, 0.145524, 0.0181591, 0.240374, 0.103365, 0.0230104, 0.164142, 
0.712, 0.14635, 0.0183413, 0.241681, 0.103367, 0.0227784, 0.163348, 
0.72, 0.147177, 0.0185217, 0.242987, 0.103334, 0.0225494, 0.163234, 
0.728, 0.148004, 0.0187003, 0.244292, 0.1033, 0.022317, 0.163125, 
0.736, 0.14883, 0.0188769, 0.245596, 0.103266, 0.0220837, 0.163015, 
0.744, 0.149655, 0.0190516, 0.246917, 0.103113, 0.0218336, 0.165123, 
0.752, 0.150479, 0.0192242, 0.248237, 0.103077, 0.0215793, 0.165023, 
0.76, 0.151304, 0.019395, 0.249557, 0.103043, 0.0213399, 0.164911, 
0.768, 0.152128, 0.0195638, 0.250875, 0.103008, 0.0211051, 0.164799, 
0.776, 0.152952, 0.0197309, 0.252181, 0.103047, 0.0208825, 0.163302, 
0.784, 0.153776, 0.0198962, 0.253487, 0.103013, 0.0206631, 0.163185, 
0.792, 0.1546, 0.0200596, 0.254791, 0.102978, 0.0204346, 0.163076, 
0.8, 0.155423, 0.0202213, 0.256095, 0.102943, 0.0202032, 0.162968, 
0.808, 0.156247, 0.0203811, 0.257385, 0.102995, 0.0199831, 0.161246, 
0.816, 0.157071, 0.0205393, 0.258674, 0.102961, 0.0197654, 0.161131, 
0.824, 0.157894, 0.0206955, 0.259962, 0.102926, 0.0195368, 0.161025, 
0.832, 0.158718, 0.02085, 0.26125, 0.102891, 0.0193047, 0.160919, 
0.84, 0.15954, 0.0210025, 0.262548, 0.102778, 0.0190603, 0.162249, 
0.848, 0.160362, 0.021153, 0.263845, 0.102741, 0.018813, 0.16215, 
0.856, 0.161183, 0.0213016, 0.265141, 0.102705, 0.0185751, 0.162042, 
0.864, 0.162005, 0.0214483, 0.266437, 0.102669, 0.01834, 0.161935, 
0.872, 0.162825, 0.021593, 0.267751, 0.102502, 0.0180869, 0.164259, 
0.88, 0.163644, 0.0217356, 0.269064, 0.102464, 0.0178302, 0.164162, 
0.888, 0.164464, 0.0218763, 0.270377, 0.102426, 0.0175897, 0.164051, 
0.896, 0.165283, 0.0220152, 0.271688, 0.102389, 0.017354, 0.163941, 
0.904, 0.166103, 0.0222238, 0.27076, 0.10244, 0.026075, -0.115996, 
0.912, 0.166874, 0.0224231, 0.268833, 0.0964395, 0.0249211, -0.240889, 
0.92, 0.167625, 0.0226327, 0.266819, 0.093812, 0.0261947, -0.251754, 
0.928, 0.168375, 0.0228504, 0.264801, 0.0938367, 0.0272165, -0.25222, 
0.936, 0.16913, 0.0230731, 0.265376, 0.0943923, 0.0278277, 0.0718542, 
0.944, 0.169951, 0.0232963, 0.266662, 0.102591, 0.027908, 0.160707, 
0.952, 0.170772, 0.0235298, 0.267951, 0.102628, 0.0291789, 0.161218, 
0.96, 0.171593, 0.023765, 0.269241, 0.102609, 0.0294109, 0.161201, 
0.968, 0.172413, 0.0239997, 0.270533, 0.102559, 0.029331, 0.161487, 
0.976, 0.173234, 0.0242328, 0.271824, 0.102522, 0.0291355, 0.161437, 
0.984, 0.174053, 0.024464, 0.273115, 0.102483, 0.0288978, 0.161375, 
0.992, 0.174873, 0.0246931, 0.274406, 0.102444, 0.0286456, 0.161303, 
1, 0.175691, 0.0249201, 0.275714, 0.102281, 0.0283724, 0.163523, 
1.008, 0.176509, 0.0251449, 0.277022, 0.102241, 0.0280973, 0.163449, 
1.016, 0.177327, 0.0253676, 0.278329, 0.102201, 0.0278404, 0.163357, 
1.024, 0.178144, 0.0255883, 0.279635, 0.102161, 0.0275913, 0.163261, 
1.032, 0.178962, 0.0258231, 0.279275, 0.102226, 0.0293411, -0.0449948, 
1.04, 0.179778, 0.0260576, 0.278567, 0.102028, 0.0293161, -0.0884665, 
1.048, 0.180595, 0.0262939, 0.277856, 0.102052, 0.0295341, -0.0889028, 
1.056, 0.181411, 0.0265318, 0.277143, 0.102077, 0.0297383, -0.0890635, 
1.064, 0.182228, 0.0267647, 0.27776, 0.102087, 0.0291163, 0.0771034, 
1.072, 0.183046, 0.0269959, 0.279044, 0.102293, 0.0288967, 0.160474, 
1.08, 0.183864, 0.0272255, 0.280331, 0.102255, 0.0287092, 0.160936, 
1.088, 0.184682, 0.0274534, 0.281619, 0.102215, 0.0284866, 0.160907, 
1.096, 0.185499, 0.0276795, 0.282904, 0.102186, 0.0282557, 0.160674, 
1.104, 0.186317, 0.0279037, 0.284189, 0.102146, 0.0280219, 0.160615, 
1.112, 0.187133, 0.0281259, 0.285473, 0.102106, 0.0277858, 0.160547, 
1.12, 0.18795, 0.0283463, 0.286757, 0.102066, 0.0275492, 0.160472, 
1.128, 0.188766, 0.0285648, 0.288044, 0.102, 0.0273085, 0.160893, 
1.136, 0.189582, 0.0287813, 0.289331, 0.10196, 0.0270674, 0.160809, 
1.144, 0.190397, 0.028996, 0.290616, 0.10192, 0.0268296, 0.160718, 
1.152, 0.191212, 0.0292087, 0.291901, 0.10188, 0.026593, 0.160625, 
1.16, 0.192027, 0.0294196, 0.293185, 0.101848, 0.026358, 0.160391, 
1.168, 0.192841, 0.0296286, 0.294467, 0.101809, 0.0261234, 0.160293, 
1.176, 0.193656, 0.0298357, 0.295748, 0.101769, 0.0258878, 0.160194, 
1.184, 0.194469, 0.0300409, 0.297029, 0.101729, 0.025652, 0.160094, 
1.192, 0.195284, 0.0302443, 0.298294, 0.101792, 0.0254315, 0.158082, 
1.2, 0.196098, 0.0304461, 0.299558, 0.101754, 0.0252133, 0.157973, 
1.208, 0.196911, 0.0306459, 0.300821, 0.101714, 0.0249825, 0.157873, 
1.216, 0.197725, 0.0308439, 0.302083, 0.101674, 0.0247479, 0.157774, 
1.224, 0.198536, 0.0310397, 0.303378, 0.101402, 0.024477, 0.161949, 
1.232, 0.199347, 0.0312333, 0.304673, 0.101359, 0.0242004, 0.161866, 
1.24, 0.200157, 0.0314249, 0.305967, 0.101317, 0.0239515, 0.161759, 
1.248, 0.200968, 0.0316146, 0.307261, 0.101275, 0.0237111, 0.161652, 
1.256, 0.201779, 0.0318027, 0.308518, 0.101468, 0.023509, 0.157228, 
1.264, 0.202591, 0.0319892, 0.309775, 0.10143, 0.0233129, 0.157104, 
1.272, 0.203402, 0.0321739, 0.311031, 0.101389, 0.0230888, 0.157003, 
1.28, 0.204213, 0.0323568, 0.312286, 0.101349, 0.0228562, 0.156903, 
1.288, 0.205023, 0.0325376, 0.313549, 0.101251, 0.0226116, 0.157856, 
1.296, 0.205832, 0.0327166, 0.314811, 0.101209, 0.0223646, 0.15776, 
1.304, 0.206642, 0.0328936, 0.316073, 0.101167, 0.0221239, 0.157658, 
1.312, 0.207451, 0.0330686, 0.317333, 0.101125, 0.0218851, 0.157556, 
1.32, 0.20826, 0.0332419, 0.318586, 0.101129, 0.021654, 0.156615, 
1.328, 0.209068, 0.0334133, 0.319838, 0.101088, 0.0214241, 0.15651, 
1.336, 0.209877, 0.0335828, 0.321089, 0.101046, 0.0211887, 0.15641, 
1.344, 0.210685, 0.0337505, 0.32234, 0.101004, 0.0209637, 0.15631, 
1.352, 0.211496, 0.0340058, 0.321848, 0.101354, 0.0319133, -0.0614474, 
1.36, 0.212303, 0.0342467, 0.321131, 0.100955, 0.0301143, -0.0896714, 
1.368, 0.213111, 0.0344884, 0.320411, 0.100986, 0.0302175, -0.0900303, 
1.376, 0.213919, 0.0347319, 0.319689, 0.101015, 0.0304367, -0.0902007, 
1.384, 0.214727, 0.0349773, 0.318972, 0.100929, 0.0306738, -0.0896202, 
1.392, 0.215534, 0.0352247, 0.318254, 0.100955, 0.0309239, -0.0897363, 
1.4, 0.216342, 0.0354739, 0.317536, 0.100981, 0.0311505, -0.089839, 
1.408, 0.21715, 0.0357249, 0.316816, 0.101007, 0.0313677, -0.0899278, 
1.416, 0.217959, 0.0359898, 0.317499, 0.101088, 0.0331165, 0.0853983, 
1.424, 0.218768, 0.0362519, 0.318749, 0.101112, 0.0327655, 0.156169, 
1.432, 0.219576, 0.0365123, 0.320001, 0.101067, 0.0325526, 0.156598, 
1.44, 0.220385, 0.036771, 0.321254, 0.101022, 0.0323307, 0.156606, 
1.448, 0.221193, 0.0370396, 0.320846, 0.101062, 0.0335803, -0.0509858, 
1.456, 0.222, 0.0373088, 0.320117, 0.100865, 0.033641, -0.0911724, 
1.464, 0.222807, 0.0375797, 0.319385, 0.100891, 0.0338733, -0.0915437, 
1.472, 0.223615, 0.0378524, 0.318651, 0.100918, 0.0340818, -0.0916712, 
1.48, 0.224422, 0.0381192, 0.319333, 0.100921, 0.0333461, 0.0852512, 
1.488, 0.22523, 0.0383842, 0.32058, 0.101062, 0.0331326, 0.155858, 
1.496, 0.226039, 0.0386477, 0.32183, 0.101018, 0.0329312, 0.156267, 
1.504, 0.226846, 0.0389093, 0.32308, 0.100973, 0.0327026, 0.156262, 
1.512, 0.227654, 0.0391691, 0.324325, 0.100965, 0.0324725, 0.155542, 
1.52, 0.228461, 0.039427, 0.325569, 0.100921, 0.0322406, 0.155498, 
1.528, 0.229268, 0.039683, 0.326812, 0.100877, 0.0320035, 0.155446, 
1.536, 0.230075, 0.0399371, 0.328055, 0.100833, 0.0317649, 0.155385, 
1.544, 0.23088, 0.0401891, 0.329331, 0.100566, 0.0314915, 0.159415, 
1.552, 0.231684, 0.0404388, 0.330606, 0.100519, 0.0312145, 0.159356, 
1.56, 0.232488, 0.0406865, 0.33188, 0.100474, 0.0309641, 0.15927, 
1.568, 0.233291, 0.0409323, 0.333153, 0.100429, 0.0307218, 0.159181, 
1.576, 0.234095, 0.0411763, 0.334409, 0.100499, 0.0305002, 0.156988, 
1.584, 0.234899, 0.0414185, 0.335664, 0.100455, 0.0302813, 0.156884, 
1.592, 0.235702, 0.0416589, 0.336918, 0.100411, 0.0300491, 0.156791, 
1.6, 0.236505, 0.0418974, 0.338172, 0.100367, 0.0298128, 0.156696, 
1.608, 0.237309, 0.0421794, 0.337745, 0.10054, 0.0352514, -0.0533169, 
1.616, 0.238111, 0.0424552, 0.337034, 0.100244, 0.0344722, -0.0889974, 
1.624, 0.238913, 0.0427323, 0.336318, 0.100274, 0.0346369, -0.089393, 
1.632, 0.239716, 0.043011, 0.335602, 0.100305, 0.0348395, -0.0895609, 
1.64, 0.240518, 0.0432913, 0.336312, 0.100329, 0.0350361, 0.0887836, 
1.648, 0.241322, 0.0435695, 0.337559, 0.10041, 0.0347737, 0.155811, 
1.656, 0.242125, 0.043846, 0.338808, 0.100364, 0.034565, 0.156178, 
1.664, 0.242927, 0.0441207, 0.340057, 0.100318, 0.0343372, 0.156156, 
1.672, 0.24373, 0.0443936, 0.341302, 0.100303, 0.0341069, 0.155541, 
1.68, 0.244532, 0.0446646, 0.342546, 0.100257, 0.033874, 0.155487, 
1.688, 0.245333, 0.0449337, 0.343789, 0.100211, 0.0336362, 0.155426, 
1.696, 0.246135, 0.0452008, 0.345032, 0.100165, 0.0333969, 0.155358, 
1.704, 0.246937, 0.0454889, 0.344587, 0.100252, 0.0360072, -0.0556049, 
1.712, 0.247738, 0.0457751, 0.343851, 0.100121, 0.0357775, -0.0919364, 
1.72, 0.248539, 0.0460628, 0.343113, 0.100152, 0.0359569, -0.0923255, 
1.728, 0.24934, 0.046352, 0.342373, 0.100184, 0.0361499, -0.092486, 
1.736, 0.250142, 0.0466427, 0.341664, 0.100226, 0.0363415, -0.0886845, 
1.744, 0.250944, 0.046935, 0.340953, 0.100254, 0.0365327, -0.0887747, 
1.752, 0.251746, 0.0472288, 0.340242, 0.100282, 0.0367261, -0.0888706, 
1.76, 0.252549, 0.0475241, 0.339531, 0.100309, 0.0369201, -0.088954, 
1.768, 0.253351, 0.0478211, 0.338823, 0.100272, 0.0371186, -0.0884577, 
1.776, 0.254153, 0.0481197, 0.338115, 0.100297, 0.0373263, -0.0885193, 
1.784, 0.254956, 0.0484199, 0.337406, 0.100323, 0.0375237, -0.0885775, 
1.792, 0.255759, 0.0487216, 0.336697, 0.100349, 0.0377185, -0.0886307, 
1.8, 0.256563, 0.0490204, 0.334676, 0.100525, 0.0373489, -0.252697, 
1.808, 0.257376, 0.04932, 0.331442, 0.101655, 0.0374421, -0.404165, 
1.816, 0.258269, 0.0496214, 0.327908, 0.111622, 0.0376757, -0.441762, 
1.824, 0.259164, 0.0499075, 0.324366, 0.111879, 0.0357631, -0.442819, 
1.832, 0.259973, 0.0501968, 0.323302, 0.101057, 0.0361622, -0.132935, 
1.84, 0.260781, 0.0505053, 0.322565, 0.100998, 0.0385673, -0.0921759, 
1.848, 0.261589, 0.0508199, 0.321829, 0.101006, 0.0393293, -0.0919558, 
1.856, 0.262397, 0.0511374, 0.321093, 0.101022, 0.0396883, -0.0919664, 
1.864, 0.263205, 0.0514154, 0.321847, 0.10097, 0.0347389, 0.0941925, 
1.872, 0.264012, 0.0516934, 0.323102, 0.10092, 0.0347556, 0.156847, 
1.88, 0.264819, 0.0519696, 0.32436, 0.10087, 0.0345304, 0.157268, 
1.888, 0.265626, 0.052244, 0.325618, 0.10082, 0.0342916, 0.157308, 
1.896, 0.266432, 0.0525162, 0.325209, 0.100789, 0.0340272, -0.0511903, 
1.904, 0.267238, 0.0527908, 0.324481, 0.100765, 0.0343222, -0.0910245, 
1.912, 0.268044, 0.0530668, 0.32375, 0.100791, 0.0344984, -0.0913768, 
1.92, 0.268851, 0.053344, 0.323018, 0.100818, 0.0346606, -0.0914908, 
1.928, 0.269657, 0.053614, 0.323714, 0.1008, 0.033747, 0.0870923, 
1.936, 0.270464, 0.0538823, 0.324972, 0.100826, 0.0335376, 0.157156, 
1.944, 0.27127, 0.0541489, 0.326232, 0.100779, 0.0333171, 0.157566, 
1.952, 0.272076, 0.0544135, 0.327493, 0.100733, 0.0330827, 0.157564, 
1.96, 0.272882, 0.0546764, 0.328742, 0.100762, 0.0328567, 0.156153, 
1.968, 0.273688, 0.0549374, 0.329991, 0.100718, 0.0326311, 0.156108, 
1.976, 0.274493, 0.0551966, 0.331239, 0.100673, 0.0323962, 0.156058, 
1.984, 0.275298, 0.0554539, 0.332487, 0.100628, 0.0321584, 0.155998, 
1.992, 0.276104, 0.0557322, 0.332056, 0.100708, 0.0347977, -0.053953, 
2, 0.27691, 0.0560087, 0.331317, 0.100721, 0.0345627, -0.0923269, 
2.008, 0.277716, 0.0562864, 0.330575, 0.100753, 0.0347068, -0.092723, 
2.016, 0.278522, 0.0565655, 0.329832, 0.100783, 0.0348896, -0.0928794, 
2.024, 0.279328, 0.0568462, 0.329083, 0.100749, 0.0350844, -0.0936659, 
2.032, 0.280134, 0.0571285, 0.328333, 0.100777, 0.0352901, -0.0937822, 
2.04, 0.280941, 0.0574124, 0.327582, 0.100805, 0.0354864, -0.0938796, 
2.048, 0.281747, 0.0576978, 0.32683, 0.100832, 0.0356807, -0.0939648, 
2.056, 0.282553, 0.0579849, 0.326117, 0.100748, 0.0358808, -0.0891296, 
2.064, 0.283359, 0.0582737, 0.325403, 0.100772, 0.036098, -0.0891664, 
2.072, 0.284166, 0.0585641, 0.32469, 0.100797, 0.0362975, -0.089224, 
2.08, 0.284972, 0.058856, 0.323975, 0.100822, 0.0364928, -0.0892768, 
2.088, 0.285779, 0.0591495, 0.323227, 0.100855, 0.0366878, -0.0935057, 
2.096, 0.286586, 0.0594445, 0.322479, 0.10088, 0.0368799, -0.0935776, 
2.104, 0.287393, 0.0597411, 0.32173, 0.100906, 0.0370732, -0.093624, 
2.112, 0.288201, 0.0600393, 0.32098, 0.100932, 0.0372669, -0.0936682, 
2.12, 0.289009, 0.0603389, 0.32025, 0.101004, 0.0374566, -0.091289, 
2.128, 0.289817, 0.06064, 0.31952, 0.101029, 0.0376408, -0.0913151, 
2.136, 0.290626, 0.0609427, 0.318789, 0.101054, 0.0378329, -0.0913535, 
2.144, 0.291434, 0.0612469, 0.318058, 0.101078, 0.038027, -0.0913912, 
2.152, 0.292242, 0.0615201, 0.318776, 0.100977, 0.0341452, 0.0898191, 
2.16, 0.293051, 0.0617929, 0.320008, 0.101179, 0.0341018, 0.154029, 
2.168, 0.293861, 0.0620641, 0.321244, 0.101135, 0.0338985, 0.154451, 
2.176, 0.294669, 0.0623333, 0.32248, 0.101089, 0.0336549, 0.154485, 
2.184, 0.295478, 0.0626036, 0.322068, 0.101086, 0.0337793, -0.0515152, 
2.192, 0.296286, 0.0628757, 0.32133, 0.101044, 0.0340196, -0.092288, 
2.2, 0.297095, 0.0631494, 0.320588, 0.101071, 0.0342099, -0.0926523, 
2.208, 0.297904, 0.0634245, 0.319846, 0.101099, 0.0343872, -0.0927718, 
2.216, 0.298712, 0.0636921, 0.320533, 0.101089, 0.0334538, 0.0858321, 
2.224, 0.29952, 0.063958, 0.321783, 0.100997, 0.0332356, 0.15626, 
2.232, 0.300328, 0.0642219, 0.323036, 0.10095, 0.032991, 0.156672, 
2.24, 0.301135, 0.0644839, 0.32429, 0.100904, 0.0327476, 0.15667, 
2.248, 0.301945, 0.0647781, 0.323217, 0.101205, 0.0367774, -0.134116, 
2.256, 0.302806, 0.0650684, 0.321277, 0.107692, 0.0362782, -0.242446, 
2.264, 0.303683, 0.065349, 0.319279, 0.109571, 0.035078, -0.249761, 
2.272, 0.30456, 0.0656257, 0.317278, 0.109676, 0.0345939, -0.250168, 
2.28, 0.305434, 0.0658912, 0.317937, 0.109169, 0.0331862, 0.0824008, 
2.288, 0.306244, 0.066152, 0.319177, 0.101266, 0.0325914, 0.155013, 
2.296, 0.307053, 0.0663997, 0.320421, 0.101144, 0.0309692, 0.15545, 
2.304, 0.307862, 0.0666421, 0.321664, 0.101078, 0.0303004, 0.155457, 
2.312, 0.308673, 0.0669113, 0.321252, 0.101466, 0.0336499, -0.0514761, 
2.32, 0.309482, 0.0671779, 0.320517, 0.101046, 0.033328, -0.0918885, 
2.328, 0.31029, 0.067446, 0.319779, 0.101071, 0.0335123, -0.0922625, 
2.336, 0.311099, 0.0677154, 0.31904, 0.101099, 0.0336727, -0.0923913, 
2.344, 0.311908, 0.0679861, 0.318302, 0.101086, 0.0338336, -0.092287, 
2.352, 0.312717, 0.0682581, 0.317563, 0.101113, 0.0340047, -0.0923799, 
2.36, 0.313526, 0.0685315, 0.316823, 0.101139, 0.0341749, -0.0924622, 
2.368, 0.314335, 0.0688063, 0.316083, 0.101165, 0.0343489, -0.0925352, 
2.376, 0.315171, 0.0690767, 0.314237, 0.104474, 0.0338006, -0.230669, 
2.384, 0.316049, 0.0693441, 0.31223, 0.109796, 0.0334204, -0.250899, 
2.392, 0.316929, 0.0696028, 0.31022, 0.109934, 0.0323447, -0.251296, 
2.4, 0.317809, 0.0698608, 0.308207, 0.110014, 0.0322429, -0.251578, 
2.408, 0.318625, 0.0701245, 0.30738, 0.102007, 0.0329685, -0.103382, 
2.416, 0.319437, 0.0704035, 0.306571, 0.101542, 0.0348765, -0.101103, 
2.424, 0.32025, 0.0706883, 0.305762, 0.101554, 0.0356, -0.101136, 
2.432, 0.321062, 0.0709758, 0.304953, 0.101576, 0.035934, -0.101181, 
2.44, 0.321908, 0.0712594, 0.303084, 0.105772, 0.0354477, -0.233545, 
2.448, 0.32279, 0.0715382, 0.301081, 0.110202, 0.0348515, -0.250459, 
2.456, 0.323673, 0.0718094, 0.299074, 0.110327, 0.0339055, -0.250819, 
2.464, 0.324556, 0.07208, 0.297066, 0.110402, 0.0338215, -0.251084, 
2.472, 0.325378, 0.0723566, 0.296254, 0.102735, 0.0345665, -0.101464, 
2.48, 0.326193, 0.0726476, 0.295473, 0.101844, 0.0363823, -0.0975795, 
2.488, 0.327007, 0.072945, 0.294692, 0.101849, 0.0371721, -0.0975935, 
2.496, 0.327822, 0.0732451, 0.293911, 0.101869, 0.0375181, -0.09763, 
2.504, 0.328662, 0.0735411, 0.292001, 0.10498, 0.0369939, -0.238865, 
2.512, 0.329547, 0.0738343, 0.289919, 0.110565, 0.0366467, -0.260189, 
