time, light, accx, accy, accz,
50.912, 1, -0.0484298, -0.0152932, 9.79196, 
50.944, 1, -0.108019, 0.110887, 9.73917, 
50.976, 1, -0.0478808, 0.0383243, 9.72464, 
51.008, 1, -0.00552129, 0.0323686, 9.79007, 
51.04, 1, 0.0576766, 0.0229039, 9.8216, 
51.072, 1, 0.042719, 0.0529589, 9.85213, 
51.104, 1, 0.0780269, 0.0940546, 9.71119, 
51.136, 1, -0.00692316, 0.0834776, 9.88962, 
51.168, 1, 0.0410418, -0.00782399, 9.81216, 
51.2, 1, 0.0182475, 0.0516176, 9.75788, 
51.232, 1, -0.0135215, 0.00337647, 9.82825, 
51.264, 1, 0.0162659, 0.141556, 9.7467, 
51.296, 1, -0.0773587, 0.0872414, 9.77495, 
51.328, 1, 0.0508256, 0.0370597, 9.78781, 
51.36, 1, 0.0861136, 0.00693856, 9.77268, 
51.392, 1, -0.0220948, 0.0402001, 9.85071, 
51.424, 1, 0.0231047, -0.0290703, 9.7864, 
51.456, 1, -0.0199909, 0.004734, 9.84199, 
51.488, 1, -0.0487146, 0.00951623, 9.77219, 
51.52, 1, 0.0778217, 0.0117764, 9.85436, 
51.552, 1, -0.0940612, 0.0196819, 9.76404, 
51.584, 1, -0.0293697, -0.0489928, 9.79164, 
51.616, 1, -0.0831757, 0.0459066, 9.79156, 
51.648, 1, 0.0425946, -0.0137736, 9.69609, 
51.68, 1, 0.128484, 0.082516, 9.83104, 
51.712, 1, 0.0480814, 0.0239271, 9.75672, 
51.744, 1, 0.00717353, 0.0284491, 9.88492, 
51.776, 1, -0.0398743, 0.112477, 9.81443, 
51.808, 1, 0.008297, 0.0286522, 9.82127, 
51.84, 1, -0.0231902, 0.0486228, 9.76056, 
51.872, 1, -0.0356097, 0.0618589, 9.84856, 
51.904, 1, 0.102921, -0.0123083, 9.80412, 
51.936, 1, 0.0517655, -0.0508752, 9.85513, 
51.968, 1, -0.016841, 0.00811493, 9.75351, 
52, 1, -0.00391725, -0.00502394, 9.79078, 
52.032, 1, 0.0242888, 0.0392555, 9.86564, 
52.064, 1, 0.041795, 0.10662, 9.74931, 
52.096, 1, 0.0376198, 0.0697694, 9.93495, 
52.128, 1, 0.0700784, 0.0619377, 9.80535, 
52.16, 1, 0.0606867, 0.0540088, 9.80533, 
52.192, 1, 0.0149873, 0.0472089, 9.80666, 
52.224, 1, 0.0580256, 0.0417885, 9.8606, 
52.256, 1, -0.0407864, 0.0681169, 9.87805, 
52.288, 1, -0.0911473, 0.0152279, 9.84322, 
52.32, 1, -0.00704589, 0.0423625, 9.83955, 
52.352, 1, 0.00202643, 0.00523824, 9.8027, 
52.384, 1, -0.0271061, -0.0304978, 9.80943, 
52.416, 1, -0.00179826, 0.0665421, 9.85683, 
52.448, 1, 0.00486924, 0.0543648, 9.76728, 
52.48, 1, -0.0176865, 0.0125473, 9.86887, 
52.512, 1, 0.0422943, 0.0417281, 9.77824, 
52.544, 1, 0.00791478, 0.0170591, 9.76458, 
52.576, 1, 0.0477295, 0.00757271, 9.74771, 
52.608, 1, 0.0153743, 0.0419342, 9.79556, 
52.64, 1, 0.0567912, 0.00963464, 9.84729, 
52.672, 1, 0.0707115, 0.0468434, 9.8497, 
52.704, 1, 0.0499857, -0.0176313, 9.79704, 
52.736, 1, 0.0950076, -0.019063, 9.80555, 
52.768, 1, -0.0183205, -0.0208047, 9.76619, 
52.8, 1, 0.012106, 0.0594163, 9.70573, 
52.832, 1, -0.0246147, 0.0324864, 9.76175, 
52.864, 1, 0.0313543, 0.0682295, 9.81484, 
52.896, 1, -0.0139687, -0.0105885, 9.72049, 
52.928, 1, 0.0856875, 0.0142582, 9.89757, 
52.96, 1, -0.0176845, 0.030348, 9.7903, 
52.992, 1, -0.0336384, 0.0506522, 9.7396, 
53.024, 1, -0.0268929, 0.0853233, 9.78198, 
53.056, 1, 0.00375148, 0.0880626, 9.87728, 
53.088, 1, 0.0178232, 0.0259861, 9.89141, 
53.12, 1, 0.0333076, 0.0242391, 9.78971, 
53.152, 1, -0.0665671, 0.109816, 9.84104, 
53.184, 1, -0.0131334, 0.0945604, 9.73771, 
53.216, 1, 0.0181254, 0.0466381, 9.77862, 
53.248, 1, -0.0335127, 0.0116996, 9.78464, 
53.28, 1, -0.0248107, 0.0773067, 9.8272, 
53.312, 1, 0.0121431, 0.135991, 9.80865, 
53.344, 1, 0.0323387, 0.119322, 9.76706, 
53.376, 1, 0.0795107, 0.150425, 9.79732, 
53.408, 1, 0.00599237, 0.0835116, 9.81231, 
53.44, 1, 0.0912522, 0.0811659, 9.79784, 
53.472, 1, 0.0441683, 0.0923451, 9.85713, 
53.504, 1, 0.00893179, 0.113347, 9.76229, 
53.536, 1, -0.033559, 0.109662, 9.76872, 
53.568, 1, -0.0308819, 0.0657715, 9.74874, 
53.6, 1, 0.0168947, 0.0573901, 9.78975, 
53.632, 1, 0.0396345, 0.115366, 9.83123, 
53.664, 1, -0.00591402, 0.153491, 9.84555, 
53.696, 1, -0.00110213, 0.119909, 9.80776, 
53.728, 1, 0.00915695, 0.119438, 9.86413, 
53.76, 1, -0.0384563, -0.0381703, 9.81587, 
53.792, 1, -0.0281601, 0.0591796, 9.82956, 
53.824, 1, -0.0179656, 0.0262024, 9.74394, 
53.856, 1, 0.044422, 0.116971, 9.7919, 
53.888, 1, -0.0337861, 0.135125, 9.86703, 
53.92, 1, 0.00655193, -0.0530353, 9.81487, 
53.952, 1, 0.149724, 0.141894, 9.891, 
53.984, 1, 0.0703282, 0.00827293, 9.83393, 
54.016, 1, -0.127543, 0.0579968, 9.9024, 
54.048, 1, -0.0105124, 0.124701, 9.85199, 
54.08, 1, 0.0239165, 0.096431, 9.86588, 
54.112, 1, 0.0284097, -0.0267551, 9.80585, 
54.144, 1, 0.0575999, 0.0795855, 9.81363, 
54.176, 1, 0.0744914, 0.0794393, 9.82828, 
54.208, 1, 0.0122857, 0.0398668, 9.87599, 
54.24, 1, 0.0783988, 0.087212, 9.7282, 
54.272, 1, -0.00858207, 0.103179, 9.72144, 
54.304, 1, 0.027565, 0.0407427, 9.79124, 
54.336, 1, -0.0336809, -0.00666815, 9.85016, 
54.368, 1, -0.0168541, 0.0765437, 9.81132, 
54.4, 1, 0.00269935, 0.0428992, 9.81552, 
54.432, 1, 0.0333289, 0.0428737, 9.79713, 
54.464, 1, -0.0186945, 0.0907934, 9.74886, 
54.496, 1, 0.093098, 0.0849503, 9.81089, 
54.528, 1, 0.0303825, 0.0292432, 9.8457, 
54.56, 1, 0.00635964, 0.047493, 9.80191, 
54.592, 1, 0.0794099, 0.0916827, 9.80806, 
54.624, 1, 0.0457572, 0.00885681, 9.80142, 
54.656, 1, -0.0568219, 0.110782, 9.88429, 
54.688, 1, -0.0746227, 0.160727, 9.87716, 
54.72, 1, -0.0256674, 0.0347007, 9.78534, 
54.752, 1, 0.0457552, 0.0447871, 9.76365, 
54.784, 1, 0.062108, 0.0429019, 9.86905, 
54.816, 1, 0.0394714, 0.0336694, 9.74142, 
54.848, 1, -0.0728544, 0.103016, 9.82875, 
54.88, 1, 0.0137786, 0.0870599, 9.89748, 
54.912, 1, -0.0483581, 0.0828955, 9.85706, 
54.944, 1, 0.0326861, 0.0768226, 9.80288, 
54.976, 1, -0.0555216, -0.0466934, 9.89475, 
55.008, 1, 0.045996, 0.119648, 9.74539, 
55.04, 1, 0.0102739, 0.0460581, 9.85693, 
55.072, 1, 0.0708755, 0.0932044, 9.82379, 
55.104, 1, 0.02571, 0.0395084, 9.77407, 
55.136, 1, -0.00575421, -0.0334535, 9.82718, 
55.168, 1, 0.070682, 0.0303698, 9.91828, 
55.2, 1, 0.03273, 0.0439104, 9.85852, 
55.232, 1, 0.0497398, -0.0804252, 9.75356, 
55.264, 1, -0.0158717, 0.0113877, 9.75784, 
55.296, 1, 0.0193386, 0.0543294, 9.89853, 
55.328, 1, -0.0287539, -0.00569079, 9.74988, 
55.36, 1, 0.0292392, -0.0056873, 9.8699, 
55.392, 1, -0.0126159, 0.133355, 9.88593, 
55.424, 1, -0.0331768, 0.00928087, 9.84185, 
55.456, 1, 0.0671301, 0.0625424, 9.77124, 
55.488, 1, -0.0197072, 0.0985661, 9.85342, 
55.52, 1, -0.0425578, -0.0197532, 9.80266, 
55.552, 1, -0.0452015, 0.00878501, 9.76608, 
55.584, 1, -0.0147275, 0.0908212, 9.83394, 
55.616, 1, -0.0358631, 0.0707617, 9.88976, 
55.648, 1, -0.0841336, -0.0277015, 9.84352, 
55.68, 1, -0.0488024, -0.0348424, 9.80967, 
55.712, 1, 0.0233889, 0.0892131, 9.82389, 
55.744, 1, -0.056659, -0.0426548, 9.79258, 
55.776, 1, 0.0284676, 0.0599495, 9.81154, 
55.808, 1, -0.0289154, -0.00938639, 9.87559, 
55.84, 1, -0.0858341, 0.0092513, 9.73095, 
55.872, 1, -0.107473, -0.0191695, 9.81996, 
55.904, 1, -0.0449133, 0.00398561, 9.84585, 
55.936, 1, 0.13631, 0.0816856, 9.81563, 
55.968, 1, 0.0680545, -0.0497596, 9.91834, 
56, 1, 0.0058241, 0.137901, 9.89052, 
56.032, 1, 0.0360536, 0.0692534, 9.85908, 
56.064, 1, 0.0819045, 0.0252979, 9.82537, 
56.096, 1, 0.0808956, 0.0989859, 9.76727, 
56.128, 1, 0.0279657, 0.0855436, 9.88641, 
56.16, 1, -0.059639, 0.0553343, 9.76201, 
56.192, 1, -0.0853871, 0.164924, 9.84875, 
56.224, 1, 0.00619835, 0.0233641, 9.81306, 
56.256, 1, -0.0575842, 0.00637599, 9.79547, 
56.288, 1, 0.0103628, 0.058724, 9.75488, 
56.32, 1, -0.0163338, -0.00330297, 9.76613, 
56.352, 1, 0.0258221, -0.0711799, 9.78264, 
56.384, 1, 0.0675341, 0.108726, 9.7585, 
56.416, 1, 0.00484658, 0.11311, 9.83832, 
56.448, 1, -0.0578706, 0.0296387, 9.75076, 
56.48, 1, 0.023602, 0.0446266, 9.76365, 
56.512, 1, 0.0379952, 0.0228996, 9.8545, 
56.544, 1, 0.0248351, -0.0252442, 9.72158, 
56.576, 1, -0.0179067, 0.0631225, 9.8024, 
56.608, 1, -0.0118986, 0.0159925, 9.81608, 
56.64, 1, -0.0210032, -0.0365802, 9.80376, 
56.672, 1, -0.00268043, -0.0326286, 9.82989, 
56.704, 1, -0.0387441, 0.0407517, 9.7722, 
56.736, 1, 0.116156, 0.0780362, 9.89212, 
56.768, 1, -0.000924597, -0.0614853, 9.84377, 
56.8, 1, 0.0894596, 0.0376553, 9.84239, 
56.832, 1, -0.00177774, 0.0967453, 9.76579, 
56.864, 1, 0.129021, -0.0426943, 9.78475, 
56.896, 1, -0.0107099, -0.0579237, 9.8492, 
56.928, 1, 0.0679096, 0.0212819, 9.80928, 
56.96, 1, 0.15289, -0.0629092, 9.77781, 
56.992, 1, 0.0469089, 0.0617051, 9.76357, 
57.024, 1, 0.0219573, -0.0195408, 9.74134, 
57.056, 1, 0.0392148, 0.0330815, 9.85589, 
57.088, 1, 0.0471788, -0.141364, 8.96815, 
57.12, 1, -0.711313, -0.0103466, 9.83739, 
57.152, 1, -0.222329, 0.0625638, 9.78277, 
57.184, 1, 0.041019, -0.00249138, 9.80612, 
57.216, 1, -0.0451348, 0.00561364, 9.83017, 
57.248, 1, -0.0893569, 0.050613, 9.79105, 
57.28, 1, 0.00656159, 0.0605533, 9.865, 
57.312, 1, -0.159419, 0.0222488, 9.79765, 
57.344, 1, -0.0222578, 0.0548555, 9.87716, 
57.376, 1, 0.0328658, -0.0265595, 9.79919, 
57.408, 1, -0.0465322, -0.0934246, 9.84795, 
57.44, 1, 0.0546367, 0.014699, 9.82143, 
57.472, 1, -0.0969092, -0.055558, 9.7528, 
57.504, 1, -0.0504517, -0.039023, 9.77068, 
57.536, 1, -0.278234, 0.165206, 9.85116, 
57.568, 1, -0.0918582, -0.0973231, 9.74573, 
57.6, 1, -0.0470343, 0.0229059, 9.82228, 
57.632, 1, -0.0160062, -0.105413, 9.83449, 
57.664, 1, 0.00640693, -0.186476, 9.93388, 
57.696, 1, 0.0244762, -0.156026, 9.84781, 
57.728, 1, -0.0664334, -0.0203888, 9.78698, 
57.76, 1, -0.173955, 0.139008, 9.75802, 
57.792, 1, 0.0491935, -0.253194, 9.68266, 
57.824, 1, -0.0176981, -0.175082, 9.78074, 
57.856, 1, 0.0161459, -0.0979407, 9.79408, 
57.888, 1, 0.109759, -0.265886, 9.81171, 
57.92, 1, 0.0375039, -0.207723, 9.7984, 
57.952, 1, 0.0913314, -0.020088, 9.82445, 
57.984, 1, 0.0120377, -0.141294, 9.85754, 
58.016, 1, 0.0937105, -0.0914932, 9.90788, 
58.048, 1, -0.0419688, -0.0786359, 9.88035, 
58.08, 1, -0.0338533, -0.032045, 9.82314, 
58.112, 1, 0.0463047, -0.110265, 9.75872, 
58.144, 1, 0.011264, 0.0109932, 9.86252, 
58.176, 1, 0.00723716, -0.0294526, 9.83899, 
58.208, 1, 0.0241735, 0.0542878, 9.80589, 
58.24, 1, -0.0241569, -0.0377949, 9.82547, 
58.272, 1, -0.0451032, 0.0866035, 9.78055, 
58.304, 1, 0.0387186, 0.0255066, 9.80221, 
58.336, 1, 0.0146326, 0.0398003, 9.70701, 
58.368, 1, -0.0324448, 0.0314409, 9.78155, 
58.4, 1, -0.0597953, -0.0743243, 9.90858, 
58.432, 1, 0.179969, -0.0356096, 9.8042, 
58.464, 1, 0.191074, 0.133376, 9.79572, 
58.496, 1, 0.0136941, -0.0536977, 9.78643, 
58.528, 1, 0.783117, 1.23369, 9.78693, 
58.56, 1, 0.053128, -0.0306694, 9.84426, 
58.592, 1.00901, -0.821844, -1.19552, 9.8203, 
58.624, 1.01849, 0.116971, 0.254308, 9.8996, 
58.656, 1.02554, -0.0452307, -0.0333698, 9.86424, 
58.688, 1.03786, 0.0940062, 0.0552373, 9.85423, 
58.72, 1.04377, 0.0811567, 0.0656245, 9.85977, 
58.752, 1.05422, 0.153517, 0.0894556, 9.87811, 
58.784, 1.06822, -0.0191222, 0.141298, 9.82702, 
58.816, 1.07228, 0.122075, 0.0401469, 9.69049, 
58.848, 1.09029, 0.150996, 0.0229429, 9.83368, 
58.88, 1.10364, 0.0600724, 0.0487297, 9.82088, 
58.912, 1.10356, 0.0934864, 0.0193197, 9.81731, 
58.944, 1.12344, 0.128866, 0.0568985, 9.85186, 
58.976, 1.1379, -0.0460122, -0.0318153, 9.93096, 
59.008, 1.13512, 0.00450373, -0.00780118, 9.76105, 
59.04, 1.15957, -0.0767612, 0.0173542, 9.87081, 
59.072, 1.15706, -0.459472, -0.487942, 9.84887, 
59.104, 1.16854, -0.0381585, 0.0543222, 9.79689, 
59.136, 1.19617, 0.0330823, -0.130006, 9.7195, 
59.168, 1.18853, -0.00503115, -0.0242315, 9.80282, 
59.2, 1.19998, 0.105167, 0.0812921, 9.85113, 
59.232, 1.23087, 0.0448727, 0.0115894, 9.77425, 
59.264, 1.22103, -0.00291615, 0.0487718, 9.85439, 
59.296, 1.25819, 0.0391123, -0.0209511, 9.73155, 
59.328, 1.27565, -1.45043, -0.759113, 9.82446, 
59.36, 1.26193, 0.0604181, -0.00296362, 9.79089, 
59.392, 1.29305, -0.0113966, -0.0102515, 9.78903, 
59.424, 1.31387, 0.0108641, -0.0629044, 9.71114, 
59.456, 1.29366, -0.0379035, -0.107973, 9.89297, 
59.488, 1.33618, -0.0755707, 0.0123463, 9.72123, 
59.52, 1.32582, -1.61617, -0.61643, 9.88879, 
59.552, 1.33697, 0.0600315, -0.119309, 9.86875, 
59.584, 1.38379, 0.0647208, 0.00798552, 9.82195, 
59.616, 1.36792, 0.0074946, -0.0440672, 9.75493, 
59.648, 1.41339, 0.0442182, -0.0180346, 9.83112, 
59.68, 1.42147, -0.00731924, 0.0463978, 9.80819, 
59.712, 1.40201, -0.0315306, -0.010576, 9.86229, 
59.744, 1.45622, 0.00531955, -0.047702, 9.80497, 
59.776, 1.46668, 0.0383973, 0.025414, 9.74061, 
59.808, 1.45641, -0.0591673, -0.00112657, 9.72706, 
59.84, 1.49879, -0.0589646, 0.0394772, 9.72723, 
59.872, 1.47451, -0.00644957, -0.0726326, 9.90095, 
59.904, 1.50459, -0.0459375, 0.00296263, 9.80518, 
59.936, 1.55727, 0.0420954, 0.0316073, 9.76627, 
59.968, 1.5217, 0.00534047, -0.0220743, 7.66647, 
60, 1.52665, -0.0633384, -0.0365798, 9.72762, 
60.032, 1.58041, -0.036426, 0.0506401, 9.80842, 
60.064, 1.53739, -0.021772, -0.0152746, 9.90843, 
60.096, 1.59601, -0.0304024, 0.0548313, 9.91729, 
60.128, 1.59185, 0.00718599, -0.0104108, 9.82812, 
60.16, 1.54561, -0.087437, -0.0377782, 9.79064, 
60.192, 1.60777, 0.092025, -0.0238705, 9.84291, 
60.224, 1.61327, 0.0286822, 0.0710236, 9.84197, 
60.256, 1.56128, 0.0976727, 0.035107, 9.93993, 
60.288, 1.63267, 0.0434698, 0.00289982, 9.7391, 
60.32, 1.58591, 0.0992607, -0.0850523, 9.82506, 
60.352, 1.57654, 0.0802083, -0.0588714, 9.87116, 
60.384, 1.63698, 0.0436658, 0.00677663, 9.79221, 
60.416, 1.60496, -0.0335519, -0.0541345, 9.79258, 
60.448, 1.66521, -0.0397842, -0.0188494, 9.8449, 
60.48, 1.67149, 0.0214729, 0.0286373, 9.80746, 
60.512, 1.62589, -0.0281279, -0.0221022, 9.87214, 
60.544, 1.68492, -0.030987, -0.0515745, 9.85327, 
60.576, 1.67247, 0.0410197, -0.0332695, 9.74054, 
60.608, 1.63549, 0.0535915, -0.0554032, 9.81279, 
60.64, 1.6873, 0.0676543, 0.0106269, 9.88037, 
60.672, 1.65385, -0.0231229, 0.00304018, 9.83454, 
60.704, 1.6563, -0.0807526, 0.0309164, 9.80108, 
60.736, 1.72283, 0.0155711, 0.0546996, 9.82561, 
60.768, 1.65482, -0.0331299, -0.11427, 9.87394, 
60.8, 1.66348, 0.0139027, -0.0706868, 9.82821, 
60.832, 1.73188, 0.0210154, -0.0483353, 9.87759, 
60.864, 1.68436, 0.0095322, 0.0277893, 9.83651, 
60.896, 1.75794, 0.0324992, 0.044915, 9.73255, 
60.928, 1.75236, -0.0948419, -0.0451067, 9.77706, 
60.96, 1.68764, 0.0450722, -0.0298849, 9.81804, 
60.992, 1.7746, -0.0896912, -0.0828087, 9.77309, 
61.024, 1.77577, 0.0011216, -0.0888124, 9.81024, 
61.056, 1.71954, 0.00445826, -0.0253277, 9.77785, 
61.088, 1.79783, -0.0329073, 0.00855219, 9.87883, 
61.12, 1.73584, -0.0273145, -0.037328, 9.8366, 
61.152, 1.74638, -0.0306985, -0.066499, 9.87434, 
61.184, 1.81786, -0.00607069, 0.00596664, 9.77899, 
61.216, 1.74058, -0.0875376, -0.039634, 9.69766, 
61.248, 1.81209, -0.0373112, -0.00776442, 9.85358, 
61.28, 1.81951, 0.0738848, -0.0048133, 9.87465, 
61.312, 1.75663, -0.063144, -0.0656938, 9.88984, 
61.344, 1.83134, 0.0475219, 0.00110103, 9.83799, 
61.376, 1.84369, -0.0437371, -0.037726, 9.72231, 
61.408, 1.78997, 0.0137094, -0.0583821, 9.79257, 
61.44, 1.85655, 0.0429431, 0.00302576, 9.73131, 
61.472, 1.79541, -0.00738446, -0.0437843, 9.85644, 
61.504, 1.80025, 0.00490315, 0.0438252, 9.93038, 
61.536, 1.86842, 0.00224325, 0.0285155, 9.87015, 
61.568, 1.80167, -0.00304331, 0.0674825, 9.82642, 
61.6, 1.82656, -0.018866, -0.0713046, 9.83899, 
61.632, 1.8966, 0.0441209, -0.0529791, 9.77523, 
61.664, 1.83872, 0.0341003, -0.0128493, 9.88702, 
61.696, 1.92541, 0.0544064, 0.0581719, 9.9171, 
61.728, 1.92622, -0.0660831, -0.0551769, 9.75807, 
61.76, 1.85707, -0.0850423, 0.0117379, 9.81354, 
61.792, 1.95073, -0.0274173, -0.0401334, 9.7953, 
61.824, 1.94425, -0.0245952, 0.036308, 9.87329, 
61.856, 1.86544, 0.0304665, -0.0393407, 9.79113, 
61.888, 1.9461, 0.0267631, -0.0634916, 9.76752, 
61.92, 1.88096, -0.0424471, -0.0283752, 9.74937, 
61.952, 1.87863, -0.0605165, 0.0250708, 9.77631, 
61.984, 1.98242, -0.0341575, 0.0422477, 9.87243, 
62.016, 1.90233, 0.0247429, 0.0367585, 9.80611, 
62.048, 1.99742, 0.0289261, 0.0156449, 9.7212, 
62.08, 1.99246, 0.0596939, -0.0208074, 9.74895, 
62.112, 1.93156, -0.0383647, -0.0152794, 9.82664, 
62.144, 2.02319, -0.0241194, -0.0740456, 9.84311, 
62.176, 2.01565, 0.00525845, -0.0884027, 9.80521, 
62.208, 1.95072, -0.0991465, -0.0427957, 9.7559, 
62.24, 2.04366, 0.010262, 0.0193182, 9.90427, 
62.272, 1.95501, 0.114352, 0.0763019, 9.69901, 
62.304, 1.94456, 0.0107888, 0.0525723, 9.79532, 
62.336, 2.04098, -0.00799391, 0.0462497, 9.87468, 
62.368, 1.97287, -0.0572479, -0.00250753, 9.77382, 
62.4, 1.9684, 0.0338496, 0.0195986, 9.86049, 
62.432, 2.06486, 0.140364, -0.0752542, 9.78472, 
62.464, 1.97891, -0.0160696, -0.0406994, 9.83182, 
62.496, 2.07386, 0.0579577, -0.000126032, 9.78346, 
62.528, 2.06791, 0.00979659, -0.0703692, 9.79339, 
62.56, 2.00739, -0.016938, 0.0260819, 9.83881, 
62.592, 2.09478, 0.112493, 0.0297079, 9.76173, 
62.624, 2.08852, -0.0432228, 0.00553504, 9.85013, 
62.656, 2.02552, -0.0234565, 0.011533, 9.82022, 
62.688, 2.10104, 0.051599, 0.0285944, 9.71392, 
62.72, 2.03785, 0.0194007, 0.0637863, 9.76794, 
62.752, 2.05312, 0.10047, -0.0460049, 9.90031, 
62.784, 2.14868, -0.0045176, -0.035873, 9.80573, 
62.816, 2.06165, -0.0165135, -0.0569598, 9.89889, 
62.848, 2.15176, -0.00280661, -0.137849, 9.84701, 
62.88, 2.1368, -0.0283719, 0.0668781, 9.80389, 
62.912, 2.05123, -0.0652916, -0.0139415, 9.73783, 
62.944, 2.16581, 0.0464324, -0.0580541, 9.79941, 
62.976, 2.16991, -0.0191637, 0.0816539, 9.84131, 
63.008, 2.07116, 0.0458333, 0.00962229, 9.84466, 
63.04, 2.16415, -0.0215956, -0.0710315, 9.86148, 
63.072, 2.0903, -0.121834, 0.0177481, 9.74077, 
63.104, 2.08091, -0.0173245, -0.0322775, 9.89269, 
63.136, 2.15611, 0.0135298, 0.015919, 9.79209, 
63.168, 2.09032, -0.00442158, 0.0218859, 9.89419, 
63.2, 2.08173, -0.0348033, 0.0167769, 9.83012, 
63.232, 2.19049, -0.0101352, -0.0736713, 9.79756, 
63.264, 2.07342, 0.000924409, -0.0538824, 9.82357, 
63.296, 2.15729, -0.0103875, 0.000815255, 9.68315, 
63.328, 2.17662, -0.0634359, -0.0697861, 9.74003, 
63.36, 2.08732, 0.0973964, 0.111857, 9.81899, 
63.392, 2.17354, -0.00562636, -0.0549014, 9.78247, 
63.424, 2.16198, -0.0360221, 0.100737, 9.84491, 
63.456, 2.08228, -0.0409756, 0.0206992, 9.78304, 
63.488, 2.19, -0.0891361, -0.0363055, 9.77597, 
63.52, 2.06921, -0.0479732, -0.0521693, 9.7387, 
63.552, 2.07159, -0.0504012, 0.0395785, 9.75995, 
63.584, 2.20035, -0.127502, -0.0595328, 9.89205, 
63.616, 2.08822, -0.0354528, -0.0502223, 9.79321, 
63.648, 2.19038, -0.0129845, -0.0253152, 9.88509, 
63.68, 2.20446, 0.0101623, -0.0197541, 9.88491, 
63.712, 2.0898, -0.0679847, 0.0954736, 9.82721, 
63.744, 2.19461, 0.0463039, -0.0780526, 9.89284, 
63.776, 2.20298, -0.072266, 0.0383875, 9.80055, 
63.808, 2.10337, -0.0288654, -0.0699152, 9.78058, 
63.84, 2.19508, -0.0342777, -0.0434536, 9.70934, 
63.872, 2.07675, -0.0584913, 0.0629449, 9.74665, 
63.904, 2.07721, -0.10796, 0.0499862, 9.9142, 
63.936, 2.19968, -0.0938827, 0.0237929, 9.83045, 
63.968, 2.08299, 0.0161126, -0.00131062, 9.72719, 
64, 2.09446, 0.0279024, 0.0120659, 9.78899, 
64.032, 2.20905, 0.0154243, 0.00784803, 9.82131, 
64.064, 2.09525, -0.0201028, -0.0429416, 9.8281, 
64.096, 2.20924, -0.0110159, 0.0360828, 9.85392, 
64.128, 2.18641, 0.0710724, 0.00418303, 9.78664, 
64.16, 2.11558, 0.0786997, 0.0972491, 9.82665, 
64.192, 2.20728, -0.0683715, -0.0183365, 9.80426, 
64.224, 2.18862, 0.0373517, -0.0245602, 9.81542, 
64.256, 2.10339, -0.0499007, -0.0417135, 9.82197, 
64.288, 2.20744, -0.0150194, 0.0175579, 9.93925, 
64.32, 2.09238, 0.0185918, -0.0989387, 9.85309, 
64.352, 2.095, -0.0482317, 0.0592062, 9.78362, 
64.384, 2.19951, 0.0784748, -0.0267787, 9.80865, 
64.416, 2.10495, -0.014519, 0.00841274, 9.74563, 
64.448, 2.20565, -0.0507065, 0.0598858, 9.81501, 
64.48, 2.19431, 0.00587044, 0.0539022, 9.75719, 
64.512, 2.12004, 0.0177049, 0.104808, 9.83156, 
64.544, 2.18722, -0.044246, -0.047228, 9.73041, 
64.576, 2.20064, -0.0700358, 0.0358392, 9.76502, 
64.608, 2.11699, -0.00845223, 0.0344728, 9.9555, 
64.64, 2.19693, 0.0556117, -0.050264, 9.89102, 
64.672, 2.10549, 0.0185179, -0.0416605, 9.83504, 
64.704, 2.12625, -0.0433662, -0.0160714, 9.74491, 
64.736, 2.19121, -0.0507697, 0.0676411, 9.83681, 
64.768, 2.10769, 0.0457345, -0.00307772, 9.76456, 
64.8, 2.12114, -0.0283297, -0.0299902, 9.87232, 
64.832, 2.21008, -0.0482147, -0.000611196, 9.83239, 
64.864, 2.10725, -0.0042648, 0.0916023, 9.81041, 
64.896, 2.23183, 0.0476261, 0.016649, 9.81288, 
64.928, 2.20855, -0.0246756, 0.013371, 9.89788, 
64.96, 2.10767, -0.145133, 0.0229162, 9.88321, 
64.992, 2.19679, -0.0232578, -0.108162, 9.83327, 
65.024, 2.19934, 0.0430969, -0.0808941, 9.82684, 
65.056, 2.12836, 0.0290716, -0.034645, 9.74962, 
65.088, 2.198, -0.0112097, 0.00373945, 9.80634, 
65.12, 2.11317, 0.067177, 0.0693995, 9.74284, 
65.152, 2.10729, 0.0267045, 0.0972359, 9.82627, 
65.184, 2.20733, -0.0182313, -0.00411527, 9.71461, 
65.216, 2.11866, -0.0366116, -0.0294302, 9.86082, 
65.248, 2.22929, -0.0703263, -0.0173262, 9.86346, 
65.28, 2.20306, 0.0686522, 0.0376335, 9.80799, 
65.312, 2.12419, -0.0475208, -0.0246765, 9.85564, 
65.344, 2.23384, -0.0435351, 0.048785, 9.82627, 
65.376, 2.23604, -0.0623366, 0.0623016, 9.8548, 
65.408, 2.11151, -0.0116579, 0.0390266, 9.83158, 
65.44, 2.23267, 0.012283, -0.053828, 9.74091, 
65.472, 2.1047, 0.00468339, 0.0644327, 9.78048, 
65.504, 2.11844, -0.0261486, -0.0386902, 9.8803, 
65.536, 2.22648, 0.000412821, 0.134972, 9.84298, 
65.568, 2.11904, -0.0183937, 0.05004, 9.73014, 
65.6, 2.11888, -0.0301079, 0.00890171, 9.81024, 
65.632, 2.24365, -0.0423283, -0.0343321, 9.82237, 
65.664, 2.12057, 0.0311201, -0.0261518, 9.8584, 
65.696, 2.23374, -0.0622742, -0.0195467, 9.7674, 
65.728, 2.20725, 0.0657277, -0.000898885, 9.86351, 
65.76, 2.12038, 0.00630748, -0.0652324, 9.78951, 
